CLIENTNUM,Attrition_Flag,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book,Total_Relationship_Count,Total_Trans_Amt,Total_Trans_Ct
717364458,Existing Customer,36,F,3,High School,Married,Less than $40K,Blue,26,6,2053,33
778755858,Existing Customer,46,M,3,Graduate,Unknown,$80K - $120K,Blue,27,5,1881,55
710754933,Attrited Customer,61,F,0,Graduate,Married,Less than $40K,Blue,49,6,840,20
720007383,Attrited Customer,41,F,2,Unknown,Single,Unknown,Blue,28,2,803,15
810220833,Existing Customer,42,M,4,Graduate,Unknown,$40K - $60K,Silver,37,3,1562,43
718362783,Attrited Customer,35,M,2,Graduate,Married,$80K - $120K,Blue,27,3,787,21
708267858,Existing Customer,65,F,0,High School,Married,$40K - $60K,Blue,36,5,2098,52
708856983,Attrited Customer,36,M,3,Post-Graduate,Married,$120K +,Blue,27,2,694,18
715588908,Existing Customer,42,F,4,Graduate,Single,Less than $40K,Blue,32,3,3132,66
772674933,Existing Customer,51,M,1,Uneducated,Married,$80K - $120K,Blue,41,5,2036,50
720148983,Existing Customer,54,F,1,Uneducated,Married,Less than $40K,Blue,40,5,1724,47
720650208,Existing Customer,40,F,3,College,Unknown,$40K - $60K,Blue,22,3,1561,26
769732233,Existing Customer,40,M,5,Graduate,Married,$80K - $120K,Blue,34,6,1085,29
713030958,Existing Customer,57,F,2,College,Married,Less than $40K,Blue,44,6,1964,54
711320508,Existing Customer,57,M,4,Graduate,Married,$80K - $120K,Blue,49,4,1762,34
795795408,Existing Customer,53,M,2,Uneducated,Married,$40K - $60K,Blue,47,3,1514,47
717904383,Existing Customer,40,M,2,Graduate,Married,$80K - $120K,Blue,31,5,1516,44
714115533,Existing Customer,28,M,0,Graduate,Married,Less than $40K,Blue,18,5,2591,55
712475733,Existing Customer,38,F,3,High School,Married,Less than $40K,Blue,28,4,1847,39
718996758,Existing Customer,37,F,2,Graduate,Married,Less than $40K,Blue,30,5,1629,36
713049933,Existing Customer,65,F,1,High School,Married,Unknown,Blue,36,5,2144,44
709961958,Attrited Customer,58,F,4,High School,Divorced,Unknown,Blue,45,4,1060,32
718301508,Existing Customer,41,M,2,High School,Married,$60K - $80K,Blue,30,6,1457,43
714831033,Existing Customer,54,M,5,Graduate,Married,$80K - $120K,Blue,47,4,1114,27
710653158,Existing Customer,39,F,4,Graduate,Married,Unknown,Blue,21,6,1925,40
721265883,Existing Customer,26,M,1,Graduate,Single,Less than $40K,Blue,13,3,2510,44
715049583,Existing Customer,60,M,1,Unknown,Married,$60K - $80K,Blue,54,5,1169,31
715394883,Existing Customer,35,F,2,High School,Married,Unknown,Blue,36,3,1852,47
773448558,Existing Customer,46,M,3,Graduate,Divorced,$80K - $120K,Blue,40,6,1257,34
717249783,Existing Customer,47,M,4,Unknown,Unknown,$60K - $80K,Blue,39,5,1931,67
708344358,Existing Customer,53,F,3,High School,Married,Unknown,Blue,45,5,1311,31
712003083,Existing Customer,55,M,1,Graduate,Married,$80K - $120K,Blue,36,3,1612,33
754282908,Existing Customer,50,F,1,Post-Graduate,Married,Less than $40K,Blue,43,3,2022,59
717412608,Attrited Customer,38,F,2,High School,Married,$40K - $60K,Blue,28,3,738,16
719412258,Existing Customer,39,F,3,Graduate,Single,Less than $40K,Blue,30,5,1558,48
788675658,Existing Customer,39,F,2,Unknown,Single,Less than $40K,Blue,29,6,1670,37
717683583,Existing Customer,39,M,3,High School,Single,$60K - $80K,Blue,36,4,1388,27
820584408,Existing Customer,49,F,3,Graduate,Single,Less than $40K,Blue,44,3,1392,38
719392833,Existing Customer,45,F,3,Graduate,Married,Less than $40K,Blue,38,3,1311,34
718595583,Existing Customer,55,M,3,Graduate,Married,$80K - $120K,Blue,36,3,1777,54
778508883,Existing Customer,44,M,5,Graduate,Married,$120K +,Blue,24,4,1367,33
715511658,Existing Customer,49,F,5,Post-Graduate,Unknown,$40K - $60K,Blue,39,3,1431,27
711999783,Existing Customer,41,M,3,Uneducated,Married,$80K - $120K,Blue,31,4,1406,23
753856008,Existing Customer,49,F,2,Unknown,Unknown,$40K - $60K,Blue,42,6,3597,64
789920883,Existing Customer,45,F,3,Graduate,Single,Unknown,Blue,36,3,2959,58
788677533,Existing Customer,44,M,4,Unknown,Married,$120K +,Blue,31,4,1594,43
716284308,Existing Customer,65,M,2,Graduate,Married,Unknown,Blue,55,3,1319,34
712120608,Attrited Customer,35,M,3,College,Married,$80K - $120K,Blue,27,3,861,15
715482483,Existing Customer,26,M,0,High School,Single,Unknown,Blue,36,5,2253,59
720848733,Existing Customer,38,M,1,High School,Married,$80K - $120K,Blue,24,4,1815,33
708480333,Existing Customer,65,M,0,Unknown,Single,$40K - $60K,Blue,36,5,2229,57
826723308,Existing Customer,58,M,3,College,Married,$120K +,Blue,54,5,1008,21
801369258,Existing Customer,47,F,5,Post-Graduate,Married,$40K - $60K,Blue,41,6,1757,59
709584483,Existing Customer,33,F,3,Graduate,Married,Less than $40K,Blue,25,4,1805,44
715708308,Existing Customer,54,F,3,Doctorate,Married,$40K - $60K,Blue,39,3,1338,29
779707308,Existing Customer,35,F,1,Graduate,Married,Less than $40K,Blue,18,5,2229,53
711688158,Existing Customer,47,M,5,Graduate,Single,$120K +,Blue,27,5,1498,49
711848658,Existing Customer,35,M,3,College,Married,$60K - $80K,Blue,17,3,1790,31
715855083,Existing Customer,48,M,4,High School,Married,$80K - $120K,Blue,36,6,2793,67
778971408,Existing Customer,36,M,4,Doctorate,Married,$60K - $80K,Blue,17,5,1968,64
711648708,Existing Customer,44,M,3,Graduate,Married,$80K - $120K,Blue,36,3,4088,84
713149683,Existing Customer,44,F,3,College,Single,Less than $40K,Blue,24,5,1264,31
771903033,Existing Customer,36,F,1,Graduate,Married,Less than $40K,Blue,25,5,2017,40
737925558,Existing Customer,64,M,0,Doctorate,Married,$40K - $60K,Blue,56,3,1439,42
803347908,Existing Customer,34,F,1,Graduate,Single,Less than $40K,Gold,28,4,2327,65
817285758,Existing Customer,49,M,4,Graduate,Single,$80K - $120K,Blue,33,5,1721,56
711480108,Existing Customer,37,M,4,High School,Married,$60K - $80K,Blue,24,3,1888,43
709662708,Existing Customer,65,M,1,High School,Married,$40K - $60K,Blue,53,3,1953,61
709224858,Existing Customer,53,M,2,Post-Graduate,Married,$80K - $120K,Blue,36,5,1652,40
821771508,Existing Customer,32,M,0,High School,Married,$40K - $60K,Blue,28,5,1939,36
712216533,Existing Customer,44,M,5,Unknown,Single,$80K - $120K,Blue,34,6,1715,43
710522433,Existing Customer,65,M,0,Graduate,Married,Less than $40K,Blue,46,3,2372,53
779046408,Existing Customer,60,M,0,Graduate,Married,$40K - $60K,Blue,41,3,1238,30
708595158,Existing Customer,27,F,0,Graduate,Single,Less than $40K,Blue,36,6,2389,43
757266933,Existing Customer,52,M,2,Post-Graduate,Married,$60K - $80K,Blue,45,4,2431,46
816776283,Existing Customer,42,M,4,High School,Unknown,$80K - $120K,Gold,37,5,1534,30
719904333,Existing Customer,29,M,0,Graduate,Married,$40K - $60K,Blue,36,3,2229,52
718264233,Existing Customer,29,M,0,High School,Married,$40K - $60K,Blue,13,4,2449,56
784798683,Existing Customer,38,M,2,High School,Married,$40K - $60K,Blue,32,3,1999,39
710899833,Attrited Customer,36,M,2,Graduate,Married,$40K - $60K,Blue,18,3,569,23
780025908,Existing Customer,40,F,2,Post-Graduate,Married,Less than $40K,Silver,30,4,1293,31
713610033,Existing Customer,47,M,3,Post-Graduate,Single,$60K - $80K,Blue,36,5,1314,40
709364433,Existing Customer,36,F,3,High School,Married,Unknown,Blue,30,6,1571,34
713086908,Existing Customer,26,M,0,High School,Single,$40K - $60K,Blue,36,5,2520,51
709793133,Existing Customer,43,F,2,Unknown,Single,$40K - $60K,Blue,36,6,1531,37
710032608,Existing Customer,52,F,1,Graduate,Single,Less than $40K,Blue,32,3,1558,46
779351208,Existing Customer,49,M,2,Unknown,Single,$60K - $80K,Blue,34,4,1902,56
719776608,Existing Customer,50,M,2,Graduate,Married,$80K - $120K,Blue,37,3,1388,41
709220583,Existing Customer,34,M,3,Graduate,Divorced,$80K - $120K,Blue,21,6,2256,56
719555733,Existing Customer,53,F,2,Uneducated,Married,Unknown,Blue,36,4,1736,42
740852733,Existing Customer,49,M,3,High School,Married,$80K - $120K,Blue,42,4,1685,49
709528308,Existing Customer,53,M,4,High School,Married,$80K - $120K,Blue,46,4,1876,57
715127208,Existing Customer,48,M,3,Doctorate,Divorced,$120K +,Blue,36,4,1699,48
817144458,Existing Customer,32,F,2,Graduate,Single,Less than $40K,Blue,17,5,2580,67
710628783,Existing Customer,38,M,4,High School,Single,$80K - $120K,Gold,36,6,1445,45
772145658,Existing Customer,43,M,4,Uneducated,Single,$80K - $120K,Blue,32,4,1394,28
739594758,Attrited Customer,51,F,2,Graduate,Single,Less than $40K,Blue,44,6,818,16
789198708,Existing Customer,58,M,3,Graduate,Married,$120K +,Blue,47,3,1135,24
720953658,Existing Customer,59,F,0,Graduate,Married,Less than $40K,Blue,36,5,1824,53
771330558,Existing Customer,51,M,4,High School,Married,$60K - $80K,Blue,38,5,1267,31
714078558,Attrited Customer,62,F,1,High School,Married,$40K - $60K,Blue,53,2,1315,31
712207683,Existing Customer,38,M,0,Unknown,Divorced,Less than $40K,Blue,36,3,1555,37
788826408,Existing Customer,33,M,1,Uneducated,Married,$120K +,Blue,16,6,2434,58
790128033,Existing Customer,54,M,3,High School,Single,$80K - $120K,Blue,47,3,1302,36
718082208,Existing Customer,37,F,1,Graduate,Married,$40K - $60K,Blue,30,5,1717,50
712037358,Existing Customer,30,M,0,Unknown,Married,$60K - $80K,Blue,23,3,1509,45
711711483,Existing Customer,61,M,0,High School,Married,$80K - $120K,Blue,50,4,1433,40
718861458,Existing Customer,49,M,5,Unknown,Single,$60K - $80K,Blue,36,6,1826,37
709426608,Existing Customer,56,M,1,Doctorate,Married,$60K - $80K,Blue,46,5,2305,45
811457058,Existing Customer,51,F,3,Post-Graduate,Married,Less than $40K,Blue,46,5,1931,56
773073558,Existing Customer,44,F,3,Graduate,Divorced,Less than $40K,Blue,36,6,1731,54
715937133,Existing Customer,64,F,1,Uneducated,Married,$40K - $60K,Blue,52,6,1601,48
713480583,Existing Customer,46,F,3,High School,Married,Unknown,Blue,36,5,1612,47
716383683,Existing Customer,39,F,2,Post-Graduate,Unknown,Less than $40K,Blue,36,4,1338,28
713693958,Existing Customer,38,F,1,Uneducated,Single,Less than $40K,Blue,27,6,1295,29
715443708,Existing Customer,53,M,1,Uneducated,Married,$120K +,Blue,45,5,1385,31
770769483,Existing Customer,35,M,2,Post-Graduate,Married,$40K - $60K,Blue,21,3,1749,33
789326808,Existing Customer,26,M,0,College,Single,$60K - $80K,Blue,15,5,1917,37
712105533,Existing Customer,32,M,2,High School,Single,$40K - $60K,Blue,20,6,2905,56
720674133,Existing Customer,36,M,1,Uneducated,Married,$40K - $60K,Blue,16,5,1672,48
779216358,Attrited Customer,48,M,2,College,Married,$80K - $120K,Blue,38,2,773,17
717322833,Existing Customer,55,M,2,Unknown,Single,$80K - $120K,Blue,36,5,1578,30
710279508,Existing Customer,52,M,2,Graduate,Married,$80K - $120K,Blue,42,5,1537,35
712168833,Existing Customer,52,F,1,High School,Married,Less than $40K,Blue,36,6,1426,37
780581508,Existing Customer,58,F,1,Doctorate,Single,$40K - $60K,Silver,47,5,1410,37
711957708,Existing Customer,38,F,2,Graduate,Married,Less than $40K,Blue,36,6,2064,33
778782858,Existing Customer,60,M,1,Graduate,Single,Less than $40K,Blue,48,5,4449,82
712924383,Attrited Customer,55,M,3,Unknown,Single,$60K - $80K,Blue,36,3,990,22
709366458,Existing Customer,43,F,3,College,Married,Less than $40K,Blue,36,3,1972,41
796990908,Existing Customer,35,M,3,Post-Graduate,Single,$80K - $120K,Silver,29,5,2227,61
715702758,Existing Customer,38,F,4,Graduate,Married,Less than $40K,Blue,36,4,1731,29
788974608,Existing Customer,48,M,3,Graduate,Unknown,$60K - $80K,Blue,35,5,1561,41
714790008,Existing Customer,38,F,1,Unknown,Single,Less than $40K,Blue,36,3,1572,57
787438983,Existing Customer,43,M,3,College,Single,$40K - $60K,Blue,23,6,1652,37
713834358,Existing Customer,36,F,2,Post-Graduate,Married,Less than $40K,Blue,25,5,1679,32
710084883,Existing Customer,34,M,2,College,Married,$80K - $120K,Blue,22,4,2962,57
710736558,Existing Customer,39,F,2,Unknown,Married,Unknown,Blue,36,4,1794,41
788915283,Existing Customer,43,F,2,College,Single,Less than $40K,Blue,29,5,1273,36
714916758,Existing Customer,48,F,2,Uneducated,Married,$40K - $60K,Blue,36,3,1309,45
789611283,Existing Customer,44,M,4,Graduate,Married,$40K - $60K,Blue,38,5,1347,30
773288958,Existing Customer,38,M,1,Graduate,Married,$60K - $80K,Blue,31,6,1592,30
811721133,Existing Customer,62,M,1,High School,Married,$40K - $60K,Blue,56,5,2021,50
813961233,Existing Customer,30,M,0,Unknown,Single,$80K - $120K,Blue,25,5,2465,88
783020958,Existing Customer,39,M,3,Unknown,Married,$80K - $120K,Blue,33,6,1836,46
715764483,Existing Customer,53,F,3,High School,Unknown,Less than $40K,Blue,37,3,1397,33
798110358,Existing Customer,64,F,1,High School,Married,$40K - $60K,Blue,56,4,1417,35
715745508,Existing Customer,51,F,4,Graduate,Single,Unknown,Blue,34,3,1564,45
714350658,Existing Customer,32,M,1,Graduate,Single,Unknown,Blue,26,6,2979,55
826478958,Existing Customer,52,M,1,College,Married,$80K - $120K,Blue,48,4,1578,41
719127558,Existing Customer,43,M,2,High School,Divorced,$80K - $120K,Blue,31,6,3015,65
712454958,Existing Customer,40,M,5,Graduate,Single,$60K - $80K,Blue,27,6,1539,38
718561458,Existing Customer,54,M,1,High School,Married,$60K - $80K,Blue,36,4,1306,26
822984108,Existing Customer,34,F,4,High School,Single,Less than $40K,Blue,30,4,2330,69
719469333,Existing Customer,33,F,1,High School,Single,Less than $40K,Blue,25,6,2456,69
720871383,Existing Customer,36,M,2,Graduate,Married,$80K - $120K,Blue,28,5,2366,49
788827308,Existing Customer,65,M,1,Graduate,Married,Less than $40K,Blue,50,6,1793,38
710180958,Existing Customer,43,M,3,High School,Single,$40K - $60K,Blue,33,5,1598,31
778346283,Existing Customer,53,M,0,Graduate,Married,$120K +,Blue,33,4,1856,57
787547208,Existing Customer,48,F,3,College,Single,Less than $40K,Blue,38,3,1852,62
714983283,Attrited Customer,39,F,3,High School,Single,Less than $40K,Blue,36,6,862,19
789344358,Existing Customer,57,F,1,Unknown,Married,Less than $40K,Blue,47,4,1536,42
710406633,Attrited Customer,51,F,3,Uneducated,Married,Unknown,Blue,36,3,1168,31
767653233,Existing Customer,48,M,3,Graduate,Married,$60K - $80K,Blue,42,6,3154,59
719461008,Existing Customer,51,M,2,High School,Married,$60K - $80K,Blue,38,5,1318,28
789731433,Existing Customer,26,F,0,Unknown,Single,Less than $40K,Blue,13,4,2602,42
775198608,Existing Customer,38,F,2,Graduate,Married,Less than $40K,Blue,32,5,1970,40
717567333,Existing Customer,35,M,3,Graduate,Married,$60K - $80K,Blue,26,6,1661,35
772794108,Existing Customer,46,F,3,Doctorate,Single,Less than $40K,Blue,36,5,3165,65
712072908,Existing Customer,48,M,4,College,Single,$80K - $120K,Blue,36,4,1382,40
709328733,Existing Customer,49,F,2,Uneducated,Married,Less than $40K,Blue,37,6,1258,24
788107683,Existing Customer,35,M,4,High School,Married,$40K - $60K,Blue,27,6,1814,43
713757633,Existing Customer,65,F,0,Unknown,Married,$40K - $60K,Blue,56,3,1596,42
713279808,Existing Customer,53,M,2,Unknown,Married,$60K - $80K,Blue,36,6,1816,30
712440483,Existing Customer,54,F,2,Uneducated,Married,Less than $40K,Blue,44,3,1164,43
715078383,Existing Customer,64,F,0,Graduate,Married,Unknown,Blue,36,3,1667,47
709214358,Existing Customer,39,F,3,Graduate,Divorced,Unknown,Blue,30,3,1362,24
778399008,Existing Customer,50,M,0,High School,Married,$80K - $120K,Blue,30,3,1598,45
811534983,Existing Customer,54,F,3,Graduate,Married,Less than $40K,Blue,49,5,1943,47
719728383,Existing Customer,38,F,4,Graduate,Married,Unknown,Blue,28,4,2228,39
718726833,Existing Customer,39,M,1,High School,Married,$80K - $120K,Blue,28,4,1665,36
780605508,Existing Customer,53,M,1,Unknown,Married,$40K - $60K,Blue,41,5,1170,23
719450508,Existing Customer,53,M,2,High School,Married,$120K +,Blue,41,4,2333,56
711213108,Existing Customer,32,M,1,College,Divorced,$80K - $120K,Blue,36,5,2305,60
708488208,Existing Customer,57,F,3,Uneducated,Married,Less than $40K,Blue,47,5,2231,58
717206508,Existing Customer,65,F,0,High School,Married,Less than $40K,Blue,36,3,1543,35
821836008,Existing Customer,57,M,2,Uneducated,Single,$80K - $120K,Blue,53,5,1233,26
807244983,Existing Customer,65,F,0,College,Married,Less than $40K,Blue,56,6,2283,55
821872758,Existing Customer,65,M,0,High School,Single,Less than $40K,Silver,56,4,2121,49
809959683,Existing Customer,55,M,2,College,Married,$80K - $120K,Blue,50,4,1813,52
715079208,Existing Customer,54,M,1,College,Married,$80K - $120K,Blue,42,4,1401,35
767049258,Existing Customer,44,M,4,High School,Single,$120K +,Blue,37,5,1475,35
709579383,Existing Customer,58,M,1,Uneducated,Married,$80K - $120K,Blue,50,5,1362,26
781923483,Existing Customer,53,F,1,College,Married,$40K - $60K,Blue,47,3,2309,62
718654533,Existing Customer,33,F,1,High School,Single,Less than $40K,Silver,24,5,2492,56
716169258,Existing Customer,47,F,5,Graduate,Married,Less than $40K,Blue,39,3,1468,44
713908683,Existing Customer,51,M,1,Unknown,Single,$80K - $120K,Blue,41,6,1381,33
708212658,Existing Customer,38,F,3,Graduate,Married,Less than $40K,Blue,18,6,1799,47
756013833,Existing Customer,57,M,3,Doctorate,Married,$80K - $120K,Blue,50,3,1806,38
719358333,Existing Customer,36,M,4,Uneducated,Married,$40K - $60K,Blue,28,3,1663,33
713735508,Existing Customer,35,M,3,Uneducated,Married,$80K - $120K,Blue,25,3,1986,36
805259733,Existing Customer,55,F,2,Unknown,Married,Unknown,Blue,50,6,1731,46
738749733,Existing Customer,57,F,4,Doctorate,Married,Unknown,Blue,47,4,1390,30
814833408,Existing Customer,56,M,2,Doctorate,Married,$60K - $80K,Blue,51,3,1741,45
719182308,Existing Customer,38,F,2,High School,Single,Less than $40K,Blue,27,6,1559,49
818497758,Existing Customer,54,F,3,Graduate,Married,Less than $40K,Blue,49,4,1343,37
719518308,Existing Customer,48,M,2,Unknown,Unknown,$80K - $120K,Blue,35,5,1390,23
709991883,Attrited Customer,53,M,1,Graduate,Married,$80K - $120K,Blue,42,2,938,35
770901258,Existing Customer,30,F,1,Graduate,Married,Less than $40K,Blue,17,3,2558,44
711499158,Existing Customer,47,M,2,Uneducated,Married,$80K - $120K,Silver,38,4,3018,60
720445533,Existing Customer,60,F,1,College,Married,Less than $40K,Blue,53,4,1276,21
809951133,Attrited Customer,54,M,3,College,Single,$120K +,Blue,49,3,2115,24
714657108,Existing Customer,37,F,2,Uneducated,Married,Less than $40K,Blue,28,5,2660,51
789048858,Existing Customer,32,F,1,Post-Graduate,Married,Less than $40K,Blue,20,5,2115,59
771816408,Existing Customer,44,F,4,Uneducated,Married,Less than $40K,Blue,33,5,2955,66
798158808,Existing Customer,53,F,1,College,Single,$40K - $60K,Blue,47,5,2017,47
787685658,Existing Customer,43,M,2,High School,Divorced,$80K - $120K,Blue,33,4,1448,30
720141408,Attrited Customer,49,F,2,Graduate,Single,Less than $40K,Blue,31,5,1096,27
788699808,Existing Customer,38,F,4,Unknown,Single,Unknown,Blue,14,4,1538,43
708216108,Existing Customer,56,F,1,College,Married,$40K - $60K,Blue,44,5,2250,39
715074258,Existing Customer,26,F,0,Graduate,Single,$40K - $60K,Blue,36,5,2067,42
771653583,Existing Customer,58,M,1,High School,Married,$60K - $80K,Blue,46,3,1276,25
717374358,Existing Customer,33,M,1,Unknown,Married,$60K - $80K,Blue,22,3,2161,56
720836808,Existing Customer,35,M,3,High School,Single,$80K - $120K,Blue,28,4,2260,68
818701383,Existing Customer,37,M,3,High School,Married,$60K - $80K,Blue,32,6,1641,45
717277833,Existing Customer,27,F,1,Graduate,Single,Unknown,Blue,13,6,2294,45
778137108,Existing Customer,43,M,4,High School,Single,$80K - $120K,Blue,37,6,1860,47
720973833,Existing Customer,49,M,2,Graduate,Divorced,$60K - $80K,Blue,36,5,2872,62
768490458,Attrited Customer,49,M,2,Uneducated,Married,$80K - $120K,Blue,43,1,961,32
751487358,Existing Customer,39,F,3,Graduate,Married,Less than $40K,Blue,32,5,1765,40
712742808,Existing Customer,41,F,3,Uneducated,Married,Less than $40K,Blue,29,5,1184,21
712820208,Existing Customer,32,F,0,High School,Divorced,Less than $40K,Blue,36,5,2141,56
794649858,Existing Customer,58,F,1,Uneducated,Married,Less than $40K,Blue,39,3,1287,37
755262933,Existing Customer,56,M,2,Post-Graduate,Married,$60K - $80K,Blue,49,5,1446,38
709541433,Existing Customer,37,M,2,Graduate,Married,Less than $40K,Blue,36,3,1555,45
